pr_number;created_at;merged_at;time_to_merge_hours;changed_files;lines_changed;total_comments;total_reviews;pr_title;pr_body;has_changes_requested;main_module;cross_modules;labels_list;inferred_task_type;commit_messages
135751;2025-12-14T21:55:56Z;2026-01-22T18:27:37Z;932,53;1;6;12;1;Fix goroutine leak in pluginmanager test;What type of PR is this?/kind bugWhat this PR does / why we need it:Use a buffered channel for the operation start signal to prevent goroutines from blocking indefinitely. When the test receiver times out before all goroutines send their signal, an unbuffered channel causes those goroutines to block forever on the send operation.Which issue(s) this PR is related to:fixes: #134939Special notes for your reviewer:Does this PR introduce a user-facing change?NONEAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:none;FALSE;pkg;pkg;kind/bug, area/kubelet, lgtm, sig/node, size/XS, release-note-none, approved, cncf-cla: yes, ok-to-test, needs-priority;bugfix;Fix goroutine leak in pluginmanager test  Use a buffered channel for the operation start signal to prevent goroutines from blocking indefinitely. When the test receiver times out before all goroutines send their signal, an unbuffered channel causes those goroutines to block forever on the send operation. The buffer size is computed dynamically using max() to ensure it always accommodates the maximum number of concurrent operations any test may spawn.
132047;2025-05-31T18:09:15Z;2026-01-22T18:27:29Z;5664,30;2;10;40;2;kubelet/windows: use CommitMemoryBytes for MemoryStats.UsageBytes in CRI stats provider;What type of PR is this?/kind bug/sig windowsWhat this PR does / why we need it:Fix Windows CRI stats provider to correctly set MemoryStats.UsageBytes for containers and podsWhich issue(s) this PR fixes:Fixes #Special notes for your reviewer:Does this PR introduce a user-facing change?NONEAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:- [KEP]: https://github.com/kubernetes/enhancements/issues/2371;FALSE;pkg;pkg;kind/bug, area/test, area/kubelet, lgtm, sig/node, size/S, release-note-none, approved, sig/windows, cncf-cla: yes;other;kubelet/windows: use CommitMemoryBytes for MemoryStats.UsageBytes in CRI stats provider
136404;2026-01-21T19:04:57Z;2026-01-22T17:17:30Z;22,21;5;48;7;4;add nonewprivs to agnhost;What type of PR is this?/kind cleanupWhat this PR does / why we need it:This PR makes nonewprivs part of agnhost so we can remove the nonewprivs image./cc @dimsWhich issue(s) this PR is related to:Special notes for your reviewer:Does this PR introduce a user-facing change?NONEAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;FALSE;test;test;area/test, kind/cleanup, lgtm, size/M, release-note-none, approved, cncf-cla: yes, sig/testing, needs-priority, needs-triage;feature;add nonewprivs to agnhost
136397;2026-01-21T15:05:25Z;2026-01-22T14:45:28Z;23,67;4;329;18;21;Add PyTorch Wide-Deep node performance test image;We tried a few things earlier :( but let's just switch over now to another framework.Add a new PyTorch-based Wide-Deep benchmark image to replace the TensorFlow version which has compatibility issues with tf.estimator removal in TensorFlow 2.16+.Context:https://testgrid.k8s.io/sig-testing-images#post-kubernetes-push-e2e-node-perf-npb-ep-test-images#136349What type of PR is this?/kind featureWhat this PR does / why we need it:Which issue(s) this PR is related to:Special notes for your reviewer:Does this PR introduce a user-facing change?Using pytorch based e2e integration test instead of tensorflow in some node e2e CI tests.Additional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;TRUE;test;test;area/test, lgtm, release-note, size/L, kind/feature, approved, cncf-cla: yes, sig/testing, needs-priority, needs-triage;feature;Add PyTorch Wide-Deep node performance test image  Add a new PyTorch-based Wide-Deep benchmark image to replace the TensorFlow version which has compatibility issues with tf.estimator removal in TensorFlow 2.16+.  Signed-off-by: Davanum Srinivas <davanum@gmail.com>
136425;2026-01-22T13:07:05Z;2026-01-22T16:25:39Z;3,31;1;1;4;1;Remove previously added print statement for test debug ;What type of PR is this?/kind cleanupWhat this PR does / why we need it:While working on PR #135611 I have added this  print statement for debug and failed to remove in the final version.Which issue(s) this PR is related to:Special notes for your reviewer:Does this PR introduce a user-facing change?NONEAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;FALSE;pkg;pkg;kind/cleanup, sig/scheduling, lgtm, size/XS, release-note-none, sig/apps, approved, cncf-cla: yes, needs-priority, needs-triage;bugfix;Remove fmt.Println() added for debug
136359;2026-01-20T21:04:36Z;2026-01-22T16:25:32Z;43,35;6;46;13;3;test: update code to use GlibcDnsTesting image;Updates the codebase to use the new glibc-dns-testing image which replaces the deprecated jessie-dnsutils image.This PR depends on the glibc-dns-testing image being available in the registry (registry.k8s.io/e2e-test-images/glibc-dns-testing:2.0).xref: #136358 (has to land first!)xref: #136357What type of PR is this?/kind cleanupWhat this PR does / why we need it:Which issue(s) this PR is related to:Special notes for your reviewer:Does this PR introduce a user-facing change?NONEAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;FALSE;test;test;area/test, sig/network, kind/cleanup, lgtm, sig/storage, sig/node, size/M, release-note-none, approved, cncf-cla: yes;test;test: update code to use GlibcDnsTesting image  Updates the codebase to use the new glibc-dns-testing image which replaces the deprecated jessie-dnsutils image.  This PR depends on the glibc-dns-testing image being available in the registry (registry.k8s.io/e2e-test-images/glibc-dns-testing:2.0.0).  Signed-off-by: Davanum Srinivas <davanum@gmail.com>
136419;2026-01-22T09:03:25Z;2026-01-22T13:47:28Z;4,73;1;6;5;0;Add github.com/google/btree to unwanted dependencies;"This PR adds github.com/google/btree to the unwanted dependencies list.ChangesAdded github.com/google/btree to unwantedModules with reason: ""unmaintained, archive mode""Added unwantedReferences tracking for github.com/google/btree:go.etcd.io/etcd/server/v3k8s.io/apiserverAdded github.com/google/btree to unwantedVendored listxref #136415/kind cleanupReasonThe github.com/google/btree module is unmaintained and in archive mode, making it unsuitable for continued use in Kubernetes.Verification✅ hack/lint-dependencies.sh passes successfully✅ JSON format is validNONE";FALSE;hack;hack;kind/cleanup, lgtm, sig/api-machinery, size/XS, release-note-none, approved, cncf-cla: yes, needs-priority, needs-triage;feature;Add github.com/google/btree to unwanted dependencies  Mark github.com/google/btree as unwanted due to being unmaintained and in archive mode. The module is currently referenced by: - go.etcd.io/etcd/server/v3 - k8s.io/apiserver
136414;2026-01-22T04:05:53Z;2026-01-22T12:41:37Z;8,60;2;10;7;2;Fix post-kubernetes-push-e2e-node-perf-npb-is-test-images problem (arm64);Trying to fix:https://storage.googleapis.com/kubernetes-ci-logs/logs/post-kubernetes-push-e2e-node-perf-npb-is-test-images/2014181091459469312/build-log.txtThe arm64 build of npb-is was failing with relocation overflow errors because the IS benchmark with CLASS=D produces large binaries that exceed the default code model limits.Add arm64-specific compiler flags to fix the relocation overflow:-mcmodel=large: use large code model for > 4GB address space-fno-PIE: disable position-independent executable (incompatible with large model)-mno-outline-atomics: inline atomics to avoid linker issuesWhat type of PR is this?/kind cleanupWhat this PR does / why we need it:Which issue(s) this PR is related to:Special notes for your reviewer:Does this PR introduce a user-facing change?NONEAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;FALSE;test;test;area/test, kind/cleanup, lgtm, sig/node, size/S, release-note-none, approved, cncf-cla: yes, sig/testing, needs-priority;bugfix;Fix post-kubernetes-push-e2e-node-perf-npb-is-test-images problem (arm64)  Signed-off-by: Davanum Srinivas <davanum@gmail.com>
136389;2026-01-21T13:17:11Z;2026-01-22T12:41:28Z;23,40;3;7;6;0;Promote KEP-5311 (Relaxed validation for Services names) to beta;What type of PR is this?/kind featureWhat this PR does / why we need it:Promote Relaxed validation for Services names to BetaWhich issue(s) this PR is related to:KEP: kubernetes/enhancements#5311Special notes for your reviewer:Does this PR introduce a user-facing change?Promote Relaxed validation for Services names to beta (enabled by default)Promote `RelaxedServiceNameValidation` feature to beta (enabled by default)The names of new Services names are validation with `NameIsDNSLabel()`,relaxing the pre-existing validation.Additional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:- [KEP]: https://github.com/kubernetes/enhancements/issues/5311;FALSE;pkg;pkg, test;sig/network, lgtm, release-note, size/XS, kind/feature, approved, cncf-cla: yes, needs-priority, needs-triage;other;Promote KEP-5311 (Relaxed validation for Services names) to beta
136420;2026-01-22T10:08:06Z;2026-01-22T11:01:33Z;0,89;1;16;5;1;E2E framework ssh: avoid log spam in runSSHCommand;"What type of PR is this?/kind cleanupWhat this PR does / why we need it:Emitting ""error dialing"" on each retry spams the test log output even when the tests succeed.Using Eventually also has other advantages (better failure message, support for Gingko progress reports when a test is stuck).Which issue(s) this PR is related to:Fixes: #136260Special notes for your reviewer:Does this PR introduce a user-facing change?NONE";FALSE;test;test;area/test, kind/cleanup, lgtm, size/S, release-note-none, approved, cncf-cla: yes, sig/testing, needs-priority, area/e2e-test-framework;other;"E2E framework ssh: avoid log spam in runSSHCommand  Emitting ""error dialing"" on each retry spams the test log output even when the tests succeed.  Using Eventually also has other advantages (better failure message, support for Gingko progress reports when a test is stuck)."
136342;2026-01-20T11:58:19Z;2026-01-22T08:19:29Z;44,35;2;151;5;12;Move getNodeAllocatableAndAvailableValues to test e2e framework node;What type of PR is this?/kind cleanupWhat this PR does / why we need it:To allow use of this method in future tests using e2enode test framework.For example i plan to use this in #129719Which issue(s) this PR is related to:N/ASpecial notes for your reviewer:Does this PR introduce a user-facing change?NONEAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;TRUE;test;test;area/test, kind/cleanup, lgtm, sig/node, size/L, release-note-none, approved, cncf-cla: yes, sig/testing, needs-priority;test;Move getNodeAllocatableAndAvailableValues to framework  To allow use of this good method from future tests using e2enode test framework.
135309;2025-11-14T21:21:26Z;2026-01-21T21:47:26Z;1632,43;5;539;11;18;Enhance content negotiation for zpages;What type of PR is this?/kind cleanupWhat this PR does / why we need it:This PR:Adds YAML and CBOR(gated by CBORServingAndStorage feature gate) serialization support for /flagz and /statusz endpointsAdd flagzCodecFactory and statuszCodecFactory wrapper types to filter out unsupported media types (e.g., protobuf) from the codec factory's supported media types list. This ensures that 406 Not Acceptable error messages only show media types that are actually supported by these endpointsAdd CBOR and YAML test cases to unit and integration testsWhich issue(s) this PR is related to:kubernetes/enhancements#4827kubernetes/enhancements#4828Special notes for your reviewer:Does this PR introduce a user-facing change?Enables YAML support for statusz and flagz.Additional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;FALSE;staging;staging, test;area/test, kind/cleanup, area/apiserver, lgtm, sig/api-machinery, release-note, size/XL, approved, cncf-cla: yes, sig/instrumentation;other;zpages - add proper handling of the application/yaml Accept Header | Explicit checking for supported and unsupported types, add test
135570;2025-12-03T14:17:02Z;2026-01-22T02:27:26Z;1188,17;1;7;13;0;Fix TestTerminationOrderingSidecarStopAfterMain flake under stress;What type of PR is this?What this PR does / why we need it:This PR fixes the TestTerminationOrderingSidecarStopAfterMain test flake.To summarize as a part of test, there are 2 go routines are being created one for main container and another for sidecar and there is sleep of 1 sec in the main container go routine.The expectation is that the side car go routine scheduled first and the timer is started, by the time main container go routines is finished the side car should record 1 sec time.The hidden assumption here is that the sidecar go routine scheduled first which may not be the case as the main go routine can be scheduled when the system under load which may lead to flakes with below error message    kuberuntime_termination_order_test.go:75: expected sidecar to wait for main container to exit, got delay of 0Which issue(s) this PR is related to:Special notes for your reviewer:Does this PR introduce a user-facing change?NoneAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;FALSE;pkg;pkg;area/kubelet, lgtm, sig/node, size/XS, kind/flake, release-note-none, approved, cncf-cla: yes, needs-priority, needs-triage;bugfix;Fix TestTerminationOrderingSidecarStopAfterMain flake under stress
136412;2026-01-22T00:42:25Z;2026-01-22T03:39:26Z;2,95;4;13;4;1;Fix NPB test images arm64 cross-build failures;"The NPB (NAS Parallel Benchmarks) test images were failing to build for arm64 architecture due to missing shebangs in NPB shell scripts.The sys/print_header and sys/print_instructions scripts in NPB lack default /bin/sh), they fail with ""Error 127"" (command not found) during QEMU-emulated cross-builds.Fix by adding shebangs to these scripts during the Docker build.Logs:https://prow.k8s.io/view/gs/kubernetes-ci-logs/logs/post-kubernetes-push-e2e-node-perf-npb-ep-test-images/2013959148252696576https://prow.k8s.io/view/gs/kubernetes-ci-logs/logs/post-kubernetes-push-e2e-node-perf-npb-is-test-images/2013959148328194048Changes:npb-ep: Add shebang fix, bump version 1.5 → 1.6.0npb-is: Add shebang fix, bump version 1.4 → 1.5.0What type of PR is this?/kind cleanupWhat this PR does / why we need it:Which issue(s) this PR is related to:Special notes for your reviewer:Does this PR introduce a user-facing change?NONEAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:";FALSE;test;test;area/test, kind/cleanup, lgtm, size/S, release-note-none, approved, cncf-cla: yes, sig/testing, needs-priority, needs-triage;bugfix;"Fix NPB test images arm64 cross-build failures  The NPB (NAS Parallel Benchmarks) test images were failing to build for arm64 architecture due to missing shebangs in NPB shell scripts.  The sys/print_header and sys/print_instructions scripts in NPB lack default /bin/sh), they fail with ""Error 127"" (command not found) during QEMU-emulated cross-builds.  Fix by adding shebangs to these scripts during the Docker build.  Changes: - npb-ep: Add shebang fix, bump version 1.5 → 1.6.0 - npb-is: Add shebang fix, bump version 1.4 → 1.5.0  Signed-off-by: Davanum Srinivas <davanum@gmail.com>"
136186;2026-01-13T01:59:19Z;2026-01-21T23:39:33Z;213,67;7;67;18;14;kubelet: migrate kubelet_getters.go to contextual logging;What type of PR is this?/kind cleanupWhat this PR does / why we need it:Migrate kubelet_getters.go functions to use contextual logging pattern:getPodVolumePathListFromDiskgetMountedVolumePathListFromDiskgetPodVolumeSubpathListFromDiskgetLastObservedNodeAddressesAlso update related callers in:kubelet_volumes.go (podVolumesExist, removeOrphanedPodVolumeDirs, cleanupOrphanedPodDirs)kubelet_pods.go (cleanupOrphanedPodCgroups)kubelet.goWhich issue(s) this PR fixes:Part of #130069Does this PR introduce a user-facing change?NONE;FALSE;pkg;pkg;area/kubelet, kind/cleanup, lgtm, sig/node, size/M, release-note-none, approved, cncf-cla: yes, priority/important-longterm, ok-to-test;other;kubelet: migrate kubelet_getters.go to contextual logging    Migrate kubelet_getters.go and related functions to use contextual logging.   Functions that only need logging receive logger klog.Logger directly instead   of ctx context.Context.    Changes:   - getPodVolumePathListFromDisk: ctx -> logger   - getMountedVolumePathListFromDisk: ctx -> logger   - getPodVolumeSubpathListFromDisk: ctx -> logger   - getLastObservedNodeAddresses: ctx -> logger   - podVolumesExist: ctx -> logger   - removeOrphanedPodVolumeDirs: ctx -> logger   - cleanupOrphanedPodDirs: ctx -> logger   - cleanupOrphanedPodCgroups: ctx -> logger    Callers use klog.FromContext(ctx) to obtain logger from existing context.
136410;2026-01-21T21:54:05Z;2026-01-22T02:27:34Z;4,56;1;1;6;0;Add michaelasp to client-go/tools/cache reviewers;What type of PR is this?/kind cleanupWhat this PR does / why we need it:Add @michaelasp to the list of reviewers in client-go cache. I've been doing a decent bit of work in the files there and am comfortable enough with the code to help with review.Some examples of changes done:#136264#135462#136008#135665Along with review of changes such as#135395NONE;FALSE;staging;staging;kind/cleanup, lgtm, sig/api-machinery, size/XS, release-note-none, approved, cncf-cla: yes, needs-priority, needs-triage;feature;Add michaelasp to client-go cache reviewers
136381;2026-01-21T09:34:10Z;2026-01-21T22:45:34Z;13,19;4;39;5;2;remove the MemoryManager FG;What type of PR is this?/kind cleanupWhat this PR does / why we need it:MemoryManager went GA and LockedToDefault in 1.32, but it seems we forgot to mark the FG for removal. Enough time (1.36 cycle beginning at time of writing) has passed, we can remove it.Which issue(s) this PR is related to:N/ASpecial notes for your reviewer:N/ADoes this PR introduce a user-facing change?NONE;FALSE;pkg;pkg, test;area/kubelet, kind/cleanup, lgtm, sig/node, size/M, release-note-none, approved, cncf-cla: yes, needs-priority, needs-triage;other;remove the MemoryManager FG  MemoryManager went GA and LockedToDefault in 1.32, but it seems we forgot to mark the FG for removal. Enough time (1.36 cycle beginning at time of writing) has passed, we can remove it.  Signed-off-by: Francesco Romani <fromani@redhat.com>
136380;2026-01-21T09:23:27Z;2026-01-21T22:45:26Z;13,37;3;6;5;1;features: lock TopologyManagerOptions;What type of PR is this?/kind cleanupWhat this PR does / why we need it:TopologyManagerOptions went to GA but were not LockedToDefaults  unlike other GA features.Which issue(s) this PR is related to:N/ASpecial notes for your reviewer:Does this PR introduce a user-facing change?NONEAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;FALSE;pkg;pkg, test;kind/cleanup, lgtm, sig/node, size/XS, release-note-none, approved, cncf-cla: yes, needs-priority, needs-triage;feature;features: lock TopologyManagerOptions  TopologyManagerOptions went to GA but were not LockedToDefaults unlike other GA features. Fix that.  Signed-off-by: Francesco Romani <fromani@redhat.com>
136056;2026-01-06T15:56:06Z;2026-01-21T21:47:34Z;365,86;5;12;7;1;Replace non-contextual API utilruntime.HandleError under /pkg/kubelet within the new context-aware version when possible;What type of PR is this?/kind cleanupWhat this PR does / why we need it:This PR is piece of #135524 that was to big an covered many different SIG, this PR focus on call to utilruntime.HandleError under /pkg/kubelet.When possible, updates existing calls to the non-contextual API utilruntime.HandleError within the new context-aware version utilruntime.HandleErrorWithContext or utilruntime.HandleErrorWithLogger.This is required as part of the Kubernetes structured logging initiative to ensure that log output from this component is structured, carries contextual fields, and correctly respects context cancellation signals.Which issue(s) this PR is related to:Related to #126379Special notes for your reviewer:Context Prioritization:The inherited context.Context from the parent function was consistently reused and passed to the updated HandleErrorWithContext calls.Where a context was absent but a logger was available, the call was updated to HandleErrorWithLogger.Available context or logger instances stored as attributes of the implementing struct were used for the contextual calls (WithContext or WithLogger).The context was extracted from any passed-in HTTP request or WebSocket object and used to complete the call to HandleErrorWithContext./wg structured-loggingDoes this PR introduce a user-facing change?NONE;FALSE;pkg;pkg;area/kubelet, kind/cleanup, lgtm, sig/node, size/S, release-note-none, approved, cncf-cla: yes, ok-to-test, needs-priority;bugfix;feat: use contextual HandleCrash when possible
136401;2026-01-21T18:23:51Z;2026-01-21T20:53:33Z;2,50;1;2;3;2;test/images: use semver for glibc-dns-testing image;Update VERSION to 2.0.0 for consistency with semver format.per discussion in kubernetes/k8s.io#8989 (comment)What type of PR is this?/kind cleanupWhat this PR does / why we need it:Which issue(s) this PR is related to:Special notes for your reviewer:Does this PR introduce a user-facing change?NONEAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;FALSE;test;test;area/test, kind/cleanup, lgtm, size/XS, release-note-none, approved, cncf-cla: yes, sig/testing, needs-priority, needs-triage;test;test/images: use semver for glibc-dns-testing image  Update VERSION to 2.0.0 for consistency with semver format.  Signed-off-by: Davanum Srinivas <davanum@gmail.com>
136362;2026-01-20T23:10:24Z;2026-01-21T20:53:25Z;21,72;207;28666;12;1;Update OpenTelemetry dependencies to latest versions;"Core packages (opentelemetry-go):go.opentelemetry.io/otel: v1.38.0 → v1.39.0go.opentelemetry.io/otel/metric: v1.38.0 → v1.39.0go.opentelemetry.io/otel/trace: v1.38.0 → v1.39.0go.opentelemetry.io/otel/sdk: v1.38.0 → v1.39.0Exporters:go.opentelemetry.io/otel/exporters/otlp/otlptrace: v1.34.0 → v1.39.0go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc: v1.34.0 → v1.39.0Contrib instrumentation (opentelemetry-go-contrib):go.opentelemetry.io/contrib/.../otelhttp: v0.61.0 → v0.64.0go.opentelemetry.io/contrib/.../otelrestful: v0.44.0 → v0.64.0Protocol definitions (opentelemetry-proto-go):go.opentelemetry.io/proto/otlp: v1.5.0 → v1.9.0Notable changes:Go 1.24 is now the minimum required version (Go 1.23 support dropped) for OTEL componentsPerformance: ~4x improvement in histogram concurrent operations; xxhash replaces fnv for attribute hashingFixed goroutine leak in span processors when context is canceledotelrestful migrated semantic conventions from v1.20.0 to v1.34.0 (e.g., http.method → http.request.method)Partial OTLP export errors now surfaced instead of being silently droppedotelrestful no longer depends on json-iterator/go, modern-go/concurrent, or modern-go/reflect2; unwanted-dependencies.json updated accordinglyWhat type of PR is this?/kind dependencyWhat this PR does / why we need it:Which issue(s) this PR is related to:Special notes for your reviewer:Does this PR introduce a user-facing change?NONEAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:";FALSE;LICENSES;LICENSES, hack, root, staging, vendor;sig/network, area/kubelet, sig/scheduling, area/kube-proxy, area/apiserver, area/kubectl, lgtm, area/cloudprovider, sig/node, sig/api-machinery;test;"Update OpenTelemetry dependencies to latest versions  Core packages (opentelemetry-go): - go.opentelemetry.io/otel: v1.38.0 → v1.39.0 - go.opentelemetry.io/otel/metric: v1.38.0 → v1.39.0 - go.opentelemetry.io/otel/trace: v1.38.0 → v1.39.0 - go.opentelemetry.io/otel/sdk: v1.38.0 → v1.39.0  Exporters: - go.opentelemetry.io/otel/exporters/otlp/otlptrace: v1.34.0 → v1.39.0 - go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc: v1.34.0 → v1.39.0  Contrib instrumentation (opentelemetry-go-contrib): - go.opentelemetry.io/contrib/.../otelhttp: v0.61.0 → v0.64.0 - go.opentelemetry.io/contrib/.../otelrestful: v0.44.0 → v0.64.0  Protocol definitions (opentelemetry-proto-go): - go.opentelemetry.io/proto/otlp: v1.5.0 → v1.9.0  Notable changes: - Go 1.24 is now the minimum required version (Go 1.23 support dropped) for OTEL components - Performance: ~4x improvement in histogram concurrent operations; xxhash   replaces fnv for attribute hashing - Fixed goroutine leak in span processors when context is canceled - otelrestful migrated semantic conventions from v1.20.0 to v1.34.0   (e.g., http.method → http.request.method) - Partial OTLP export errors now surfaced instead of being silently dropped - otelrestful no longer depends on json-iterator/go, modern-go/concurrent,   or modern-go/reflect2; unwanted-dependencies.json updated accordingly  Signed-off-by: Davanum Srinivas <davanum@gmail.com>"
135167;2025-11-06T06:26:52Z;2026-01-21T04:03:31Z;1821,61;2;104;14;23;log diff in consistent checker;What type of PR is this?What this PR does / why we need it:Add more useful info to debug cache inconsistency issue #135115Which issue(s) this PR is related to:#135115Special notes for your reviewer:An alternative implementation is using a bloom filter. But it may not worth the additional complexity.Does this PR introduce a user-facing change?NoNONEAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;FALSE;staging;staging;kind/cleanup, area/apiserver, lgtm, sig/api-machinery, size/L, release-note-none, approved, cncf-cla: yes, needs-priority, triage/accepted;other;log diff in consistent checker
136264;2026-01-16T00:45:45Z;2026-01-21T18:45:27Z;138,00;7;268;14;16;Ensure that processing does not block queue writers in RealFIFO;What type of PR is this?/kind featureWhat this PR does / why we need it:Pulls apart processing from taking the FIFO lock in order to allow other writers to write to the queue while controller processing happens. This allows for watches to stay alive even with lots of contention on the underlying store.Which issue(s) this PR is related to:KEP: kubernetes/enhancements#5647Special notes for your reviewer:Does this PR introduce a user-facing change?client-go informers can now enqueue new watch events while already-queued events are being processed. This avoids dropping watches during a burst of incoming events due to contention on slow processing. This behavior is controlled by the UnlockWhileProcessing client-go feature gate, which is enabled by default.Additional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;FALSE;pkg;pkg, staging, test;sig/scheduling, lgtm, sig/api-machinery, release-note, size/L, kind/feature, approved, cncf-cla: yes, needs-priority, needs-triage;other;Ensure that processing does not block queue writers | Add benchmarks for adding objects with slow handlers
136395;2026-01-21T14:43:35Z;2026-01-21T16:51:43Z;2,14;1;2;6;1;use semver for pets/zookeeper-installer image;1.7 -> 1.7.0/kind cleanupper discussion in:kubernetes/k8s.io#8984 (comment)What type of PR is this?What this PR does / why we need it:Which issue(s) this PR is related to:Special notes for your reviewer:Does this PR introduce a user-facing change?Additional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;FALSE;test;test;area/test, kind/cleanup, lgtm, size/XS, release-note-none, approved, cncf-cla: yes, sig/testing, needs-priority, needs-triage;other;use semver for pets/zookeeper-installer image  1.7 -> 1.7.0
136388;2026-01-21T13:08:43Z;2026-01-21T16:51:35Z;3,71;1;4;7;0;dummy commit to trigger glibc-dns-testing image build;We added a CI job in kubernetes/test-infra#36276What type of PR is this?/kind cleanupWhat this PR does / why we need it:Which issue(s) this PR is related to:Special notes for your reviewer:Does this PR introduce a user-facing change?NONEAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;FALSE;test;test;area/test, sig/network, kind/cleanup, lgtm, size/XS, release-note-none, approved, cncf-cla: yes, sig/testing, needs-priority;test;dummy commit to trigger glibc-dns-testing image build
136332;2026-01-20T01:41:08Z;2026-01-21T16:51:26Z;39,17;1;29;7;2;Adds more websocket flaky test logging;Adds more logging when a flaky WebSocket test fails./kind flakeNONE/sig api-machinery/assign @liggitt @aojea;FALSE;staging;staging;area/apiserver, lgtm, sig/api-machinery, size/S, kind/flake, release-note-none, approved, cncf-cla: yes, needs-priority, needs-triage;feature;Adds more websocket flaky test logging
136301;2026-01-18T14:10:03Z;2026-01-21T15:51:36Z;73,69;2;34;13;0;Fix(kubelet/test): flaky TestWaitForAllPodsUnmount by adding goroutin…;What type of PR is this?﻿/kind flake/kind cleanup﻿What this PR does / why we need it:﻿Fixes flaky TestWaitForAllPodsUnmount that was failing intermittently due to race conditions in test goroutine synchronization.﻿Problem:The test was unstable because volume simulation goroutines were started without ensuring they were ready before calling WaitForAttachAndMount. This caused timing-dependent failures where:Goroutines might not start before attach/mount verification began﻿Solution:Added channel-based synchronization to ensure all simulateVolumeInUseUpdate goroutines signal readiness before proceeding﻿Which issue(s) this PR is related to:﻿Fixes ##136255Testing:✅ Single run: PASS (35-40s)✅ 20 sequential runs: 100% pass rate✅ 10-minute stress test (4 parallel): 120+ runs, 0 failures✅ Race detector stress (2 parallel): 50+ runs, 0 failures, 0 race warnings﻿Stress test command used:timeout 10m stress -p 4 go test -run TestWaitForAllPodsUnmount -timeout=5m ./pkg/kubelet/volumemanager/;FALSE;pkg;pkg;area/kubelet, kind/cleanup, lgtm, sig/node, size/M, kind/flake, release-note-none, approved, cncf-cla: yes, ok-to-test;bugfix;Fix(kubelet/test): flaky TestWaitForAllPodsUnmount by adding goroutine synchronization
135470;2025-11-27T01:21:02Z;2026-01-21T15:51:28Z;1334,51;13;47;13;4;api: add +required markers to scheduling API;What type of PR is this?/kind cleanupWhat this PR does / why we need it:Add missing +required markers to fields in the scheduling API group to satisfy the optionalorrequired linter rule.Which issue(s) this PR fixes:Part of #134671Special notes for your reviewer:This adds // +required markers to:PriorityClass.Value in v1, v1alpha1, v1beta1PriorityClassList.Items in v1, v1alpha1, v1beta1WorkloadList.Items in v1alpha1Does this PR introduce a user-facing change?NONEAdditional documentation e.g., KEPs (Kubernetes Enhancement Proposals), usage docs, etc.:;FALSE;api;api, hack, pkg, staging;kind/cleanup, area/api, sig/scheduling, lgtm, sig/api-machinery, size/M, kind/api-change, release-note-none, approved, cncf-cla: yes;feature;api: add +required markers to scheduling API  Add missing +required markers to fields in the scheduling API group to satisfy the optionalorrequired linter rule: - PriorityClass.Value in v1, v1alpha1, v1beta1 - PriorityClassList.Items in v1, v1alpha1, v1beta1 - WorkloadList.Items in v1alpha1  Part of #134671 | Update generated.proto files with +required markers | api: enable optionalorrequired linter for scheduling API  Enable the optionalorrequired linter rule and add exception patterns for all other API groups except scheduling. This ensures the scheduling API group is validated for proper +optional/+required markers.  Part of #134671 | api: fix scheduling API optional/required markers  - Change PriorityClass.Value from +required to +optional since   there is no validation requiring it and no defaulting (0 is valid) - Remove +required from *List.Items fields as List types should   not need optional/required markers on their Items field | api: regenerate openapi and lint config for scheduling changes
